IPC_Mexico,USD_MXN
0.00325022,0.00043715
0.00342442,0.00019420
-0.02461231,0.00864302
-0.00753435,-0.00356799
-0.00448675,-0.00168242
0.00160116,-0.00058073
0.00589170,-0.00132742
-0.01608101,-0.00087294
-0.00780589,-0.00004850
-0.00947141,-0.00386973
-0.00353444,0.00344262
-0.00295921,-0.00076728
0.01924157,-0.00902773
0.00879388,0.00327891
-0.00163481,-0.00977052
-0.00645674,-0.00014804
-0.01425808,-0.00974882
0.00190125,-0.00276432
0.00000000,0.00234567
-0.02046428,0.00388085
-0.01307879,-0.00173951
0.02167651,-0.00081620
0.00567225,-0.00239243
0.00098155,0.00107728
-0.01989922,-0.00641130
-0.01764113,-0.01003409
0.01879072,0.00460094
0.01296482,0.00370584
-0.01308372,0.00587283
0.00538838,0.01138647
-0.00699381,0.00592989
-0.01146475,-0.00247806
0.00898916,-0.00027571
0.01368639,0.00002960
0.00342128,0.00476484
-0.02081994,-0.00280701
-0.00169581,-0.00459068
0.00496034,0.00066128
-0.01236227,-0.00446000
0.01274969,0.00233632
-0.01721988,0.00245919
-0.01315206,0.00165577
0.00229446,-0.00108389
0.01189807,0.01038593
-0.00580749,0.00422535
0.00507285,0.00434301
0.00370407,0.00252155
-0.00207474,0.00160040
-0.01201693,0.01527701
-0.00950722,-0.00468828
0.01259708,-0.00009540
-0.02324610,0.00674556
-0.00026843,0.00540158
-0.00275210,-0.00206464
0.00140474,-0.00580186
-0.03865553,0.01937450
-0.04832186,0.00610729
0.04668555,-0.00555820
0.04468336,-0.01405567
-0.02239268,0.00329737
-0.00649650,0.00988331
-0.00099853,0.00966662
0.02772478,-0.01063572
-0.00201917,0.00574453
-0.06614391,0.02296179
0.03821690,-0.00993179
0.00913572,0.00196501
-0.04436491,0.02288264
-0.04415516,-0.00093748
-0.05546379,0.05591509
-0.04055504,0.03577499
-0.00990148,0.00057033
-0.01799409,0.09288584
-0.02013869,-0.03412680
0.10440715,-0.06891063
0.00670806,0.02092654
-0.05114940,0.07038860
-0.03257974,-0.04295998
-0.00711786,0.00546517
0.02303712,0.01245235
-0.02844538,0.01750383
-0.07266122,0.04460503
-0.05404150,-0.04007505
-0.04717387,0.00360932
-0.00518518,0.01393831
0.09812627,-0.03755815
0.02777647,-0.01007982
0.05334463,-0.02209535
0.01172398,0.01574834
0.00815239,-0.00309073
0.04378563,-0.02624153
-0.05186713,0.02716582
-0.03970383,0.02336971
0.01084943,-0.01769381
0.00778771,-0.00552711
-0.01131620,0.01305032
-0.05132192,0.00884653
0.04701108,-0.01046279
-0.00753508,0.01336889
-0.02725207,0.00053441
-0.02434545,0.03118326
-0.02108815,0.03201154
0.00333191,-0.01666787
0.06767100,-0.02407445
-0.01193101,-0.01378162
0.03703856,-0.00303880
0.00875182,0.00238792
0.01634443,0.01372330
-0.05000770,0.02230356
0.01368711,-0.00917135
0.01725933,0.00144363
-0.01152186,0.00025020
0.00828141,0.01497197
0.05270922,-0.02656951
0.01271738,0.00953508
0.01160191,-0.01103993
-0.01306293,-0.01227202
-0.01685429,0.00550203
0.04559368,-0.02241472
0.02421194,0.00594666
-0.01003266,0.00171543
-0.00563307,-0.00133396
-0.00733779,0.00357863
0.00520332,0.01317576
0.00747795,-0.00626045
0.00778676,0.01324944
-0.00547609,0.01881628
0.00123309,0.00669536
-0.00177184,-0.00115524
0.03816445,0.00138027
-0.00052061,-0.02555050
-0.01009644,-0.00541401
-0.03935982,0.00597246
-0.00735645,0.01697454
-0.00979997,0.00321471
-0.02699332,0.00460679
-0.00544753,0.00302327
-0.03274687,0.02116574
-0.00436610,-0.01429065
0.00221152,0.00098450
0.00334094,-0.00252419
-0.05962367,0.00813219
0.01467757,-0.01985834
-0.00981195,0.02261856
0.00217718,0.00199231
0.01203499,-0.00128029
0.00168729,0.01130240
0.02661385,-0.01311901
-0.03065437,0.01157668
0.00143674,0.00990302
0.00333305,0.01624662
-0.00040055,-0.01054029
0.00581112,-0.00502963
0.03490925,-0.01310621
0.00483067,0.00738500
-0.03525287,0.01758329
-0.01930528,-0.00202135
-0.00455615,-0.00134753
0.00050868,0.00276224
0.00785674,-0.00124211
-0.03476274,0.01498080
-0.00599335,-0.00544959
-0.00314233,0.00938017
-0.01936144,0.00543934
